Permit Number,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
94-15736,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/1993,02/01/1994,13400013700,Las Palmas Mexican Restaurant,"Las Palmas Mexican Restaurant II, Inc.",1400  Antioch PIKE,Nashville,TN,37013.00000,28,37015613,"1400 Antioch PIKE
Nashville, TN 37013
(36.083139, -86.688847)"
17-25149,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2017,08/24/2017,16104019000,"LOS CANTARITOS MEXICAN GRILL, INC.",,5207  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,27,37019105,"5207 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.054832, -86.715436)"
16-17414,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/08/2016,12/02/2016,10616007300,Gold Star International,Gold Star International LLC,974  Murfreesboro PIKE,Nashville,TN,37217.00000,15,37015803,"974 Murfreesboro PIKE
Nashville, TN 37217
(36.129963, -86.715153)"
13-19774,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/19/2013,08/08/2013,16100030500,Fogatas,"Fogatas, LLC",5560  Nolensville PIKE,Nashville,TN,37211.00000,27,37019110,"5560 Nolensville PIKE
Nashville, TN 37211
(36.046655, -86.713398)"
14-19920,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/20/2014,06/14/2014,14200026800,Publicity,LRB LLC,7073  Highway 70  S R,Nashville,TN,37221.00000,34,37018404,"7073 Highway 70 S R
Nashville, TN 37221
(36.074642, -86.920313)"
06-00771,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/09/2005,01/12/2006,10315004300,Sonobana Japanese Restaurant,"Tennessee Tokyo Express, Inc.",40  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"40 WHITE BRIDGE PIKE
NASHVILLE, TN 37205
"
10-16708,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/13/2010,09/09/2010,16200018300,Dollar General Store,"Dolgencorp, LLC",1461  Bell RD,Nashville,TN,37211.00000,31,37019111,"1461 Bell RD
Nashville, TN 37211
(36.044561, -86.686973)"
16-20252,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/26/2016,03/24/2016,13600007400,Betty Lou's Restaurant and Lou,Kimberly Ann Dallaire,2819  Smith Springs RD,Nashville,TN,37217.00000,29,37015617,"2819 Smith Springs RD
Nashville, TN 37217
(36.087884, -86.608217)"
12-19633,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/14/2012,12/06/2012,15512028800,Corner Pub in the Woods,CMRT Corp.,8058  Highway 100,Nashville,TN,37221.00000,35,37018405,"8058 Highway 100
Nashville, TN 37221
(36.044885, -86.953846)"
15-20150,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2015,07/27/2015,082130E12600CO,Dabble Studio at 330 Harrison,Dabble LLC,330  Harrison ST,Nashville,TN,37219.00000,19,37019400,"330 Harrison ST
Nashville, TN 37219
(36.171111, -86.782436)"
12-19417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/07/2011,02/21/2012,16000019700,Four Points by Sheraton -Hotel,"Eagle Hospitality, Inc.",760  Old Hickory BLVD,Brentwood,TN,37027.00000,,18800906,"760 Old Hickory BLVD
Brentwood, TN 37027
(36.041224, -86.776165)"
11-16763,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/25/2011,02/24/2011,14712005500,CVS/Pharmacy,Tennessee CVS Pharmacy LLC,4709  Nolensville PIKE,Nashville,TN,37211.00000,27,37018904,"4709 Nolensville PIKE
Nashville, TN 37211
(36.068071, -86.71899)"
17-25094,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/23/2017,07/13/2017,13413020100,EXPRESS MART & GRILL,,4900  LINBAR DR,NASHVILLE,TN,37211.00000,30,37019003,"4900 LINBAR DR
NASHVILLE, TN 37211
(36.083367, -86.703663)"
16-20264,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/28/2016,04/14/2016,083060C10300CO,Graze,Graze LLC,1888  Eastland AVE,Nashville,TN,37206.00000,,12100,"1888 Eastland AVE
Nashville, TN 37206
(36.182617, -86.735459)"
16-20388,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/02/2016,12/16/2016,10700012900,Embassy Suites Hotel - Nashvil,Schulte Catering Nashville LLC,10  Century BLVD,Nashville,TN,37214.00000,15,37015100,"10 Century BLVD
Nashville, TN 37214
(36.144685, -86.686529)"
17-25173,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/2017,09/14/2017,092140B00300CO,PASTARIA,,8  CITY BLVD,NASHVILLE,TN,37209.00000,21,37014400,"8 CITY BLVD
NASHVILLE, TN 37209
(36.152753, -86.818559)"
15-17232,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,16100020500,Walgreens,Walgreen Co.,5429  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5429 Nolensville PIKE
Nashville, TN 37211
(36.051049, -86.714283)"
03-18087,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/04/2003,09/25/2003,16300019900,"Casa Fiesta, Inc.","Casa Fiesta, Inc.",1111  Bell RD,Antioch,TN,37013.00000,32,37019111,"1111 Bell RD
Antioch, TN 37013
(36.044857, -86.663248)"
15-17208,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,14800017600,Walgreens,Walgreen Co,1809  Antioch PIKE,Nashville,TN,37013.00000,28,37015613,"1809 Antioch PIKE
Nashville, TN 37013
(36.070212, -86.684819)"
10-16625,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/16/2009,01/15/2010,16300041100,Thorntons Inc.,Thorntons Inc.,1400  Eagle View BLVD,Antioch,TN,37013.00000,32,37015629,"1400 Eagle View BLVD
Antioch, TN 37013
(36.052076, -86.644425)"
13-17033,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/01/2013,04/25/2013,14903015900,Kwik Sack Market,"Kwik Sack Market, LLC",2515  Edge O Lake DR,Nashville,TN,37217.00000,29,37015612,"2515 Edge O Lake DR
Nashville, TN 37217
(36.079879, -86.643924)"
98-14929,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/03/1998,08/28/1998,13500024900,Kroger Food & Drug,"Kroger Limited Partnership I, an Ohio L.P.",2284  Murfreesboro PIKE,Nashville,TN,37217.00000,29,37015612,"2284 Murfreesboro PIKE
Nashville, TN 37217
(36.087487, -86.649024)"
16-20268,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/31/2016,04/14/2016,11714012500,Crows Nest,DTAG Inc,2221  Bandywood DR,Nashville,TN,37215.00000,25,37017901,"2221 Bandywood DR
Nashville, TN 37215
(36.105009, -86.81871)"
12-16914,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/05/2012,07/17/2017,16104002800,Piggly Wiggly,"Osborne's, Inc.",5111  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,27,37019105,"5111 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.058005, -86.716157)"
17-25023,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2017,06/08/2017,10513021000,JOSEPHINE,,2316  12TH AVE S,NASHVILLE,TN,37204.00000,17,37017000,"2316 12TH AVE S
NASHVILLE, TN 37204
(36.126975, -86.789186)"
13-19837,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2013,12/20/2013,11801001900,Frothy Monkey,"The Frothy Monkey, LLC",2509  12th AVE S,Nashville,TN,37204.00000,18,37016900,"2509 12th AVE S
Nashville, TN 37204
(36.124525, -86.789621)"
17-10392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/01/2017,05/25/2017,13415000300,So Gong Dong Tofu House,Hee Jung Yun,1310  Antioch PIKE  A,Nashville,TN,37211.00000,28,37015613,"1310 Antioch PIKE A
Nashville, TN 37211
(36.085236, -86.690482)"
16-20286,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/13/2016,05/12/2016,14200021500,El Agavero Mexican Restaurant,Octavio Caratachea,7657  Highway 70   S,Nashville,TN,37221.00000,22,37018409,"7657 Highway 70 S
Nashville, TN 37221
(36.078328, -86.950365)"
15-17209,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,16200028500,Walgreens,Walgreen Co,1301  Bell RD,Antioch,TN,37013.00000,31,37019111,"1301 Bell RD
Antioch, TN 37013
(36.045834, -86.674814)"
17-20452,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/17/2017,03/09/2017,092140B00200CO,Avo,Avo Inc,3  City AVE  200,Nashville,TN,37209.00000,21,,"3 City AVE 200
Nashville, TN 37209
(36.152468, -86.820627)"
15-20216,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/02/2015,12/03/2015,14200022600,Crumb De La Crumb LLC,Crumb De La Crumb LLC,160  Belle Forest CIR,Nashville,TN,37221.00000,22,37018401,"160 Belle Forest CIR
Nashville, TN 37221
(36.076927, -86.921021)"
16-20368,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/27/2016,10/27/2016,13500042900,Donks,Crossroads Sports Bar LLC,2209  Murfreesboro PIKE,Nashville,TN,37217.00000,28,37015614,"2209 Murfreesboro PIKE
Nashville, TN 37217
(36.090163, -86.650639)"
06-16160,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/07/2006,07/14/2006,10301013700,Mi Favorita Super Mercado,Ahmed Nagi,6317  Charlotte PIKE,Nashville,TN,37209.00000,20,37018101,"6317 Charlotte PIKE
Nashville, TN 37209
(36.145096, -86.871934)"
01-15485,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/20/2001,10/12/2001,16300019300,Daily's,"Tri-Star Energy, LLC",5272  Cane Ridge RD,Antioch,TN,37013.00000,32,37019111,"5272 Cane Ridge RD
Antioch, TN 37013
(36.045407, -86.661609)"
17-17422,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/07/2016,01/30/2017,18100028900,Dollar General Store,"Dolgencorp, LLC",6416  Nolensville PIKE,Antioch,TN,37013.00000,31,37019114,"6416 Nolensville PIKE
Antioch, TN 37013
(36.011639, -86.70306)"
15-20103,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/21/2015,05/15/2015,10402036000,Stoney River Steakhouse and Gr,Stoney River Mangement Company LLC,3015  West End AVE,Nashville,TN,37203.00000,18,37016600,"3015 West End AVE
Nashville, TN 37203
(36.143203, -86.814774)"
14-19982,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/03/2014,10/08/2014,13413024700,Hooters of Nashville Largo Dr,DW Restaurant Holder LLC,217  Largo DR,Nashville,TN,37211.00000,30,37019003,"217 Largo DR
Nashville, TN 37211
(36.084531, -86.702522)"
12-19638,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/02/2012,12/07/2012,081120B43300CO,Rolf and Daughters,Team Chow LLC,700  Taylor ST,Nashville,TN,37208.00000,19,37019400,"700 Taylor ST
Nashville, TN 37208
(36.177346, -86.792774)"
04-18184,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/05/2004,04/08/2004,10700007700,Hotel Preston,Aspen Tennessee LLC,733  Briley PKWY,Nashville,TN,37217.00000,13,15801,"733 Briley PKWY
Nashville, TN 37217
(36.141469, -86.700333)"
13-19726,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/08/2013,05/13/2013,11714014100,Chinatown Restaurant,"Chinatown Nashville, LLC",3900  Hillsboro PIKE  8,Nashville,TN,37215.00000,25,37017702,"3900 Hillsboro PIKE 8
Nashville, TN 37215
(36.105843, -86.813849)"
16-17309,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/11/2015,02/04/2016,10415017900,Kroger,Kroger Limited Partnership,2201  21st AVE S,Nashville,TN,37212.00000,18,37016900,"2201 21st AVE S
Nashville, TN 37212
(36.129499, -86.802468)"
11-19361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/06/2011,09/29/2011,11603000500,El Stuffed Pepper Mexican Rest,"El Stuffed Pepper, Inc.",4520  Harding PIKE,Nashville,TN,37205.00000,24,37018000,"4520 Harding PIKE
Nashville, TN 37205
(36.124324, -86.848523)"
04-15950,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/04/2004,12/16/2004,10600016800,Super Station,"Andrian M. S. Pesik, Hui Jessie Yang",1631  Elm Hill PIKE,Nashville,TN,37210.00000,15,37019600,"1631 Elm Hill PIKE
Nashville, TN 37210
(36.144754, -86.71185)"
10-19196,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/19/2010,06/01/2010,11710011700,Tokyo Japanese Steak House,"DQL, Inc.",3808  Cleghorn AVE,Nashville,TN,37215.00000,25,37017901,"3808 Cleghorn AVE
Nashville, TN 37215
(36.109229, -86.818265)"
16-20329,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/2016,08/25/2016,14800004900,Bar y Billar Los Paisanos,Blanca Ramirez,2045  Antioch PIKE,Nashville,TN,37013.00000,28,37015627,"2045 Antioch PIKE
Nashville, TN 37013
(36.068906, -86.6837)"
16-17398,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,11400017000,Mapco Mart,Mapco Express Inc,629  Old Hickory BLVD,Nashville,TN,37209.00000,22,37018401,"629 Old Hickory BLVD
Nashville, TN 37209
(36.109784, -86.922521)"
18-25503,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/07/2018,06/28/2018,11714014100,CHINA TOWN,,3900  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017702,"3900 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.105843, -86.813849)"
17-20472,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/26/2017,08/15/2017,13315014500,Maz Fresco,"Maz Fresco, LLC",3953  Nolensville PIKE,Nashville,TN,37211.00000,26,37018901,"3953 Nolensville PIKE
Nashville, TN 37211
(36.085454, -86.728685)"
15-20167,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/25/2015,08/27/2015,10200009800,Tom + Chee,BAM RS Food LLC,6702  Charlotte PIKE  105,Nashville,TN,37209.00000,20,37018201,"6702 Charlotte PIKE 105
Nashville, TN 37209
(36.13595, -86.884929)"
10-16707,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/13/2010,09/09/2010,10510018800,Dollar General Store,"Dolgencorp, LLC",2101  8th AVE S,Nashville,TN,37204.00000,17,37017000,"2101 8th AVE S
Nashville, TN 37204
(36.131443, -86.77886)"
12-16877,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/14/2012,04/12/2012,14712005100,Sam Market 2,Eyd Toss,4719  Nolensville PIKE,Nashville,TN,37211.00000,27,37018904,"4719 Nolensville PIKE
Nashville, TN 37211
(36.067153, -86.718239)"
05-18395,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/13/2005,10/13/2005,11714005500,The Cheesecake Factory,"The Cheesecake Factory Restaurants, Inc.",2133  Green Hills Village DR,Nashville,TN,37215.00000,25,37017901,"2133 Green Hills Village DR
Nashville, TN 37215
(36.108472, -86.814823)"
18-25552,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/13/2018,06/28/2018,10606004700,FOSTER MARKET,,601  MURFREESBORO PIKE,NASHVILLE,TN,37210.00000,17,37015900,"601 MURFREESBORO PIKE
NASHVILLE, TN 37210
(36.141436, -86.74015)"
15-17222,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,14200022100,Walgreens,Walgreen Co.,7601  Highway 70  S,Nashville,TN,37221.00000,22,37018409,"7601 Highway 70 S
Nashville, TN 37221
(36.077145, -86.946271)"
00-15213,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/26/2000,06/30/2000,14800008700,"Food Lion, LLC","Food Lion, LLC",936  Richards RD,Nashville,TN,37013.00000,28,37015627,"936 Richards RD
Nashville, TN 37013
(36.069012, -86.681392)"
99-17540,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/1999,11/04/1999,10408010800,Belcourt Theatre,"Belcourt Theatre, Inc.",2102  Belcourt AVE,Nashville,TN,37212.00000,18,37016800,"2102 Belcourt AVE
Nashville, TN 37212
(36.136708, -86.801639)"
97-14830,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/18/1997,07/17/2017,16300030200,Kroger Food & Drug #520,Kroger Limited Partnership,5319  Mt View RD,Nashville,TN,37013.00000,32,37015629,"5319 Mt View RD
Nashville, TN 37013
(36.048706, -86.648166)"
16-17386,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,10713012900,Mapco Mart 3189,Mapco Express Inc,1090  Murfreesboro PIKE,Nashville,TN,37217.00000,13,37015803,"1090 Murfreesboro PIKE
Nashville, TN 37217
(36.126748, -86.711043)"
06-16180,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/25/2006,09/14/2006,18100025600,Kroger,Kroger Limited Partnership,6690  Nolensville PIKE,Brentwood,TN,37027.00000,31,37019114,"6690 Nolensville PIKE
Brentwood, TN 37027
(35.998431, -86.692106)"
11-16843,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/13/2010,12/14/2011,13300002300,Dollar General Store,"Dolgencorp, LLC",3776  Nolensville PIKE,Nashville,TN,37211.00000,26,37019006,"3776 Nolensville PIKE
Nashville, TN 37211
(36.088823, -86.732305)"
07-18615,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/08/2006,01/11/2007,16300024100,Logan's Roadhouse Restaurant,"Logan's Roadhouse, Inc.",5300  Hickory Hollow LN,Antioch,TN,37013.00000,32,37015629,"5300 Hickory Hollow LN
Antioch, TN 37013
(36.048943, -86.651617)"
13-16989,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/21/2012,01/10/2013,10308005600,Jacks Market LLC,Jacks Market LLC,4421  Murphy RD,Nashville,TN,37209.00000,24,37013400,"4421 Murphy RD
Nashville, TN 37209
(36.140998, -86.839794)"
12-16977,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/31/2012,11/15/2012,13413019300,Green Express LLC,Green Express LLC,361  Harding PL,Nashville,TN,37211.00000,30,37019003,"361 Harding PL
Nashville, TN 37211
(36.084254, -86.705521)"
08-18791,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/26/2007,01/10/2008,10601010900,Carol Ann's Home Cooking Cafe,Farrah Dione Young,407  Murfreesboro PIKE,Nashville,TN,37210.00000,17,37015900,"407 Murfreesboro PIKE
Nashville, TN 37210
(36.14428, -86.748764)"
17-25233,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/25/2017,10/13/2017,16208008600,MAPCO #3302,,18  TUSCULUM RD,ANTIOCH,TN,37013.00000,30,37019111,"18 TUSCULUM RD
ANTIOCH, TN 37013
(36.052751, -86.67394)"
01-17698,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/19/2000,01/24/2001,093064B00100CO,Palm Restaurant - Nashville,"Nashville Palm Restaurant, LLC",140  5th AVE S,Nashville,TN,37201.00000,19,37019500,"140 5th AVE S
Nashville, TN 37201
(36.159159, -86.777556)"
18-25519,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2018,06/28/2018,09305201600,LIBRARY,,623  UNION ST,NASHVILLE,TN,37219.00000,19,37019500,"623 UNION ST
NASHVILLE, TN 37219
(36.16373, -86.782914)"
15-20038,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/11/2014,01/08/2015,10403000900,Newks,MTN West End LLC,2714  West End AVE,Nashville,TN,37203.00000,21,37016600,"2714 West End AVE
Nashville, TN 37203
(36.145141, -86.812192)"
T18-25461,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2018,,06107004700,LOS NIETOS TAQUERIA,,4701A  GALLATIN PIKE,NASHVILLE,TN,37216.00000,8,37011100,"4701A GALLATIN PIKE
NASHVILLE, TN 37216
(36.230324, -86.724976)"
02-17943,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/07/2002,08/30/2002,10308005400,Caffe Nonna,Great Food Corporation,4427  Murphy RD,Nashville,TN,37209.00000,24,37013400,"4427 Murphy RD
Nashville, TN 37209
(36.140985, -86.839539)"
94-15922,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/24/1994,05/13/1994,14200009800,"Antonios of Nashville, Inc.","Antonios of Nashville, Inc.",7097  Old Harding PIKE,Nashville,TN,37221.00000,34,37018404,"7097 Old Harding PIKE
Nashville, TN 37221
(36.073094, -86.925227)"
17-20470,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/28/2016,04/13/2017,083060C01300CO,The Wild Cow Vegetarian Rest.,Wild Cow LLC,1896  Eastland AVE,Nashville,TN,37206.00000,6,37012100,"1896 Eastland AVE
Nashville, TN 37206
(36.182609, -86.735366)"
07-16336,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/26/2007,11/29/2007,18100001200,C & W,Soung M. Kim,6340  Nolensville PIKE,Nashville,TN,37211.00000,31,19114008,"6340 Nolensville PIKE
Nashville, TN 37211
(36.014742, -86.705226)"
98-14913,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/05/1998,07/06/1998,10700005000,Southwest Airlines,Southwest Airlines,1  TERMINAL DR  MAIN TERMI,NASHVILLE,TN,37214.00000,13,37980100,"1 TERMINAL DR MAIN TERMI
NASHVILLE, TN 37214
(36.13158, -86.668727)"
94-16129,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/16/1993,02/01/1994,13302032600,"Siam Cafe, Inc.","Siam Cafe, Inc.",316  McCall ST,Nashville,TN,37211.00000,16,37017500,"316 McCall ST
Nashville, TN 37211
(36.099607, -86.739005)"
94-15999,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/11/1993,02/01/1994,11613010000,"Sperry's Restaurant, Inc.","Sperry's Restaurant, Inc.",5109  Harding PIKE,Nashville,TN,37205.00000,23,37018500,"5109 Harding PIKE
Nashville, TN 37205
(36.104967, -86.868677)"
13-19738,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/18/2013,06/13/2013,14900035600,Wing Stop,"TCBWS2, LLC",847  HAMILTON CROSSINGS,ANTIOCH,TN,37013.00000,32,37015629,"847 HAMILTON CROSSINGS
ANTIOCH, TN 37013
"
18-25544,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/01/2018,06/28/2018,18300016500,OLD HICKORY SHELL 4085,,13016  OLD HICKORY BLVD,ANTIOCH,TN,37013.00000,33,37015630,"13016 OLD HICKORY BLVD
ANTIOCH, TN 37013
(36.016072, -86.620052)"
13-16994,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/01/2012,01/24/2013,10516020300,Discount Tobacco and Beer,"Jai Prabhu Convience, Inc.",2181  Nolensville PIKE  202B,Nashville,TN,37211.00000,17,37017200,"2181 Nolensville PIKE 202B
Nashville, TN 37211
(36.127753, -86.753594)"
15-20213,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/14/2015,11/20/2015,148110A01700CO,Billiard La Bela,Ernestina Meija- Caballero,931  Richards RD,Antioch,TN,37013.00000,28,15615,"931 Richards RD
Antioch, TN 37013
(36.069056, -86.681821)"
08-16401,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/14/2008,08/14/2008,16104006700,Mi Tierra Supermarket,"Hafiz Yafai, Majed Muharam, Walid Yafai",5140  Nolensville PIKE,Nashville,TN,37211.00000,27,37019110,"5140 Nolensville PIKE
Nashville, TN 37211
(36.057368, -86.715861)"
12-19610,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/10/2012,10/25/2012,11812006500,El Mariachi Mexican Restaurant,Magana Inc.,614  Thompson LN,Nashville,TN,37204.00000,17,37017200,"614 Thompson LN
Nashville, TN 37204
(36.111028, -86.753712)"
08-18786,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/05/2007,12/31/2007,13102002900,Bluebird Cafe,"Bluebird Cafe, Inc.",4104  Hillsboro CIR,Nashville,TN,37215.00000,25,37017901,"4104 Hillsboro CIR
Nashville, TN 37215
(36.10197, -86.819515)"
18-25521,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/17/2018,06/28/2018,09305201600,BROADWAY KITCHEN,,623  UNION ST,NASHVILLE,TN,37219.00000,19,37019500,"623 UNION ST
NASHVILLE, TN 37219
(36.16373, -86.782914)"
16-20377,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/20/2016,12/05/2016,11909019900,Ginger Thai Inc,Ginger Thai Inc,2861  Logan ST,Nashville,TN,37211.00000,16,37017401,"2861 Logan ST
Nashville, TN 37211
(36.110873, -86.741881)"
18-25417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/12/2018,06/28/2018,07213038000,BATL,,1302  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"1302 GALLATIN AVE
NASHVILLE, TN 37206
(36.192975, -86.744203)"
03-15757,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/23/2002,03/26/2003,13306021400,"3701 Nolensville Rd Shell, LLC","3701 Nolensville Rd Shell, LLC",3701  Nolensville PIKE,Nashville,TN,37211.00000,26,37017500,"3701 Nolensville PIKE
Nashville, TN 37211
(36.09587, -86.737511)"
99-14982,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/30/1999,01/14/1999,13310002500,Joy Market,In Jo Yu,3767  Nolensville PIKE,Nashville,TN,37211.00000,26,37017500,"3767 Nolensville PIKE
Nashville, TN 37211
(36.091714, -86.735294)"
17-25112,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/05/2017,07/05/2017,11801014500,EDLEY'S BAR-B-QUE 12 SOUTH,,2706  12TH AVE S,NASHVILLE,TN,37204.00000,17,37017000,"2706 12TH AVE S
NASHVILLE, TN 37204
(36.122871, -86.790022)"
17-25224,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/25/2017,02/08/2018,07504003900,TIGERMARKET #41071H,,4601  LEBANON PIKE,HERMITAGE,TN,37076.00000,11,37015405,"4601 LEBANON PIKE
HERMITAGE, TN 37076
(36.21512, -86.597054)"
12-16928,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/18/2012,08/10/2012,16400018700,"Quick Stop N Four Corners, Inc","Quick Stop N Four Corners, Inc.",3769  Murfreesboro PIKE,Antioch,TN,37013.00000,32,37015630,"3769 Murfreesboro PIKE
Antioch, TN 37013
(36.04365, -86.607276)"
